image_path,posture_type,category,landmarks
SittingData\bad\2\59.jpg,,bad,"[0.6510574221611023, 0.050112128257751465, 0.9994425177574158, 0.6463478803634644, 0.012601912021636963, 0.9993438124656677, 0.6476196646690369, 0.011485815048217773, 0.999330997467041, 0.6491532921791077, 0.010278522968292236, 0.9995837807655334, 0.6373788714408875, 0.010668635368347168, 0.9994958639144897, 0.6315633654594421, 0.008697450160980225, 0.9994264841079712, 0.6246284246444702, 0.006611883640289307, 0.9996052384376526, 0.6237372159957886, 0.017130672931671143, 0.9998825788497925, 0.5850996375083923, 0.020721137523651123, 0.9996311664581299, 0.6411451697349548, 0.08379235863685608, 0.9994074106216431, 0.6286557912826538, 0.08448559045791626, 0.999403715133667, 0.5684353113174438, 0.20587190985679626, 0.999795138835907, 0.552528440952301, 0.22663521766662598, 0.9994921684265137, 0.5485323667526245, 0.4875415861606598, 0.12633541226387024, 0.5129578709602356, 0.5462671518325806, 0.9819101691246033, 0.6320517063140869, 0.5739272832870483, 0.14707274734973907, 0.6544294357299805, 0.5989124774932861, 0.8910321593284607, 0.652180016040802, 0.5923133492469788, 0.22743961215019226, 0.6904552578926086, 0.6159645318984985, 0.8155162930488586, 0.6543366312980652, 0.5822581648826599, 0.2347906082868576, 0.6922264099121094, 0.5991312861442566, 0.8101770281791687, 0.6497339606285095, 0.5759444832801819, 0.24106614291667938, 0.6757703423500061, 0.5891076922416687, 0.7614362835884094, 0.5167470574378967, 0.6155180931091309, 0.9989432692527771, 0.4812137186527252, 0.6575598120689392, 0.9992320537567139, 0.7329413890838623, 0.6719248294830322, 0.2966415286064148, 0.7081615924835205, 0.7458862662315369, 0.9896066784858704, 0.6752539277076721, 0.9992976188659668, 0.14201472699642181, 0.6500793099403381, 1.0682616233825684, 0.8664140701293945, 0.65227872133255, 1.0436490774154663, 0.14227934181690216, 0.6180046796798706, 1.1035692691802979, 0.7956210970878601, 0.7015867829322815, 1.079079270362854, 0.1259041279554367, 0.7048938870429993, 1.1774065494537354, 0.7452614307403564]"
SittingData\bad\2\6.jpg,,bad,"[0.6580984592437744, 0.11812645196914673, 0.9999995231628418, 0.6671102046966553, 0.08804851770401001, 0.9999996423721313, 0.671339213848114, 0.09101283550262451, 0.9999995231628418, 0.6752488613128662, 0.09339717030525208, 0.9999995231628418, 0.6513530015945435, 0.07476747035980225, 0.9999996423721313, 0.6429119110107422, 0.06727343797683716, 0.9999994039535522, 0.6312839984893799, 0.059093594551086426, 0.9999995231628418, 0.6572213768959045, 0.09859812259674072, 0.9999996423721313, 0.5961503982543945, 0.058114320039749146, 0.9999990463256836, 0.651063859462738, 0.157738596200943, 0.9999918937683105, 0.6308501958847046, 0.14626094698905945, 0.9999886751174927, 0.598878026008606, 0.25038573145866394, 0.9998574256896973, 0.5766803026199341, 0.22676274180412292, 0.9996532201766968, 0.5324711799621582, 0.5126436352729797, 0.06794271618127823, 0.5156288146972656, 0.5358992218971252, 0.7856343984603882, 0.6120126843452454, 0.5774549841880798, 0.12433619797229767, 0.6464834809303284, 0.5933690071105957, 0.38217249512672424, 0.6220791935920715, 0.597450852394104, 0.2065483182668686, 0.6670998334884644, 0.608232855796814, 0.2958756685256958, 0.6278640627861023, 0.5814152956008911, 0.19689632952213287, 0.6686702370643616, 0.5835918188095093, 0.2768726050853729, 0.6235065460205078, 0.5713731646537781, 0.1887829303741455, 0.6589577198028564, 0.5754652619361877, 0.3003886044025421, 0.4882065951824188, 0.6142979264259338, 0.9979004859924316, 0.4717581570148468, 0.6582449674606323, 0.9986060261726379, 0.7157030701637268, 0.6592908501625061, 0.2522636950016022, 0.7331352233886719, 0.746074914932251, 0.9932568073272705, 0.6419063210487366, 0.9986782073974609, 0.1651315838098526, 0.6319259405136108, 1.0952155590057373, 0.9695785045623779, 0.6141375303268433, 1.038763165473938, 0.1935255080461502, 0.595393717288971, 1.1365091800689697, 0.9585191607475281, 0.6626634001731873, 1.0819802284240723, 0.14596274495124817, 0.6948573589324951, 1.2173349857330322, 0.9259017705917358]"
SittingData\bad\2\60.jpg,,bad,"[0.649933934211731, 0.052308082580566406, 0.9998832941055298, 0.6471090912818909, 0.014014780521392822, 0.9998667240142822, 0.6486271619796753, 0.012781858444213867, 0.9998595714569092, 0.6502231955528259, 0.011406302452087402, 0.9999054670333862, 0.6369845867156982, 0.010499656200408936, 0.9998879432678223, 0.6303113698959351, 0.007611989974975586, 0.9998611211776733, 0.6224024891853333, 0.00489276647567749, 0.999895453453064, 0.626512348651886, 0.017955124378204346, 0.9999663829803467, 0.5824403166770935, 0.01657116413116455, 0.9998949766159058, 0.6411743760108948, 0.08596724271774292, 0.9997462630271912, 0.6274937391281128, 0.08524477481842041, 0.9997583031654358, 0.5674314498901367, 0.2090592384338379, 0.9998047947883606, 0.5538304448127747, 0.22228172421455383, 0.99943608045578, 0.542033851146698, 0.4930661618709564, 0.1219925507903099, 0.5156522989273071, 0.5474427938461304, 0.9702185988426208, 0.6271452307701111, 0.5696318745613098, 0.18179482221603394, 0.6461157202720642, 0.5931462049484253, 0.7879336476325989, 0.6496609449386597, 0.5875715613365173, 0.28842708468437195, 0.6736128926277161, 0.6125288009643555, 0.6585591435432434, 0.6534831523895264, 0.5782206654548645, 0.29799050092697144, 0.6818941831588745, 0.5906608700752258, 0.657935619354248, 0.6474665403366089, 0.5722131729125977, 0.2954336702823639, 0.666113018989563, 0.5792080163955688, 0.6080611348152161, 0.5172218680381775, 0.6269801259040833, 0.9985305070877075, 0.48873990774154663, 0.6691297292709351, 0.9988723397254944, 0.7270731329917908, 0.6750514507293701, 0.37124955654144287, 0.7448855638504028, 0.7593996524810791, 0.9865351319313049, 0.6864959001541138, 1.025069236755371, 0.1582435965538025, 0.6749243140220642, 1.085436463356018, 0.8076940774917603, 0.663020670413971, 1.0751383304595947, 0.1565212905406952, 0.6413734555244446, 1.1267764568328857, 0.737381100654602, 0.7173875570297241, 1.106260061264038, 0.1284305900335312, 0.7443555593490601, 1.1896610260009766, 0.6487674117088318]"
SittingData\bad\2\61.jpg,,bad,"[0.6530940532684326, 0.04440486431121826, 0.9993752837181091, 0.6475695371627808, 0.01102370023727417, 0.9992762207984924, 0.6482347846031189, 0.010464668273925781, 0.999292254447937, 0.6491260528564453, 0.009573280811309814, 0.9995576739311218, 0.6383955478668213, 0.010524928569793701, 0.9994519352912903, 0.6322706937789917, 0.009473145008087158, 0.9993840456008911, 0.6247380375862122, 0.008580029010772705, 0.9995751976966858, 0.6224705576896667, 0.018910765647888184, 0.9998934268951416, 0.5862173438072205, 0.026054739952087402, 0.9996511936187744, 0.6429049968719482, 0.08315688371658325, 0.9995653033256531, 0.6303510665893555, 0.0829019546508789, 0.999565064907074, 0.5676730871200562, 0.20855996012687683, 0.9998282194137573, 0.5573585629463196, 0.23042383790016174, 0.9996294975280762, 0.5474351644515991, 0.49054935574531555, 0.12988610565662384, 0.5153872966766357, 0.5477865934371948, 0.9821886420249939, 0.6365399956703186, 0.5724343061447144, 0.14505454897880554, 0.6505412459373474, 0.595167338848114, 0.8840202689170837, 0.6507693529129028, 0.5862966179847717, 0.231564000248909, 0.6731350421905518, 0.6116139888763428, 0.8177472949028015, 0.6585510969161987, 0.5781494379043579, 0.23965096473693848, 0.6815500259399414, 0.5951020121574402, 0.8145078420639038, 0.6534093618392944, 0.5739148259162903, 0.24396741390228271, 0.6697835922241211, 0.5852242112159729, 0.7742098569869995, 0.5188876986503601, 0.6160767078399658, 0.9988316893577576, 0.4878248870372772, 0.658674955368042, 0.9992037415504456, 0.7234147191047668, 0.662968099117279, 0.25562676787376404, 0.7353249192237854, 0.7539767622947693, 0.9934230446815491, 0.6735008358955383, 0.9898001551628113, 0.12011504918336868, 0.6677550077438354, 1.0833607912063599, 0.9301721453666687, 0.6504755616188049, 1.0320581197738647, 0.12884625792503357, 0.6364561319351196, 1.126695156097412, 0.8831891417503357, 0.698103129863739, 1.0665271282196045, 0.11168692260980606, 0.7290348410606384, 1.1877012252807617, 0.8570842146873474]"
SittingData\bad\2\62.jpg,,bad,"[0.6518928408622742, 0.045933663845062256, 0.99991774559021, 0.6512189507484436, 0.010908961296081543, 0.9999088048934937, 0.6542867422103882, 0.01169508695602417, 0.9999018907546997, 0.6569696068763733, 0.012027502059936523, 0.9999353885650635, 0.6343768835067749, 0.007181704044342041, 0.9999275207519531, 0.6249179840087891, 0.006060421466827393, 0.9999094009399414, 0.6132075786590576, 0.005339086055755615, 0.999929666519165, 0.6363973617553711, 0.023393750190734863, 0.9999784231185913, 0.5810485482215881, 0.02483302354812622, 0.9999203681945801, 0.6453279852867126, 0.09022220969200134, 0.999833345413208, 0.6260245442390442, 0.08994954824447632, 0.9998146891593933, 0.5743001103401184, 0.22002771496772766, 0.9998212456703186, 0.5534493327140808, 0.23134198784828186, 0.9993836879730225, 0.5493001937866211, 0.5101149678230286, 0.11663822084665298, 0.5113012790679932, 0.5556662082672119, 0.9495404958724976, 0.6444424986839294, 0.5850641131401062, 0.14025680720806122, 0.6564245223999023, 0.6002729535102844, 0.7422286868095398, 0.6596177220344543, 0.598841667175293, 0.225511834025383, 0.6936379671096802, 0.6169410943984985, 0.6246733069419861, 0.6687273383140564, 0.5933753252029419, 0.2333003431558609, 0.7020111083984375, 0.6053318977355957, 0.6160241365432739, 0.6605855822563171, 0.5857961177825928, 0.23065252602100372, 0.6850334405899048, 0.5957316160202026, 0.546195387840271, 0.5171180963516235, 0.6227717399597168, 0.9977242350578308, 0.4815310835838318, 0.659454882144928, 0.998262345790863, 0.7299473881721497, 0.6763965487480164, 0.39904290437698364, 0.7051977515220642, 0.7352287769317627, 0.9873889684677124, 0.6778913736343384, 1.0138270854949951, 0.21572346985340118, 0.6332430243492126, 1.05166757106781, 0.8306791186332703, 0.6538651585578918, 1.0613740682601929, 0.20509909093379974, 0.596548318862915, 1.0863983631134033, 0.732306182384491, 0.7120128870010376, 1.08828604221344, 0.18457847833633423, 0.6961814761161804, 1.162304162979126, 0.6960461735725403]"
SittingData\bad\2\63.jpg,,bad,"[0.6519380211830139, 0.057046353816986084, 0.999927282333374, 0.650006890296936, 0.021710336208343506, 0.9999196529388428, 0.6515637636184692, 0.020876646041870117, 0.9999158382415771, 0.6531854867935181, 0.019919931888580322, 0.9999397993087769, 0.6382885575294495, 0.02069300413131714, 0.9999351501464844, 0.6307220458984375, 0.019357919692993164, 0.9999207258224487, 0.6207665801048279, 0.018434762954711914, 0.9999375343322754, 0.6304065585136414, 0.02785956859588623, 0.9999788999557495, 0.5824077725410461, 0.03214186429977417, 0.99993896484375, 0.6431898474693298, 0.09688955545425415, 0.9998084902763367, 0.6277427673339844, 0.09627404808998108, 0.99982088804245, 0.5694132447242737, 0.21534854173660278, 0.9997797608375549, 0.5565832853317261, 0.23703698813915253, 0.9993290901184082, 0.5457661151885986, 0.49496009945869446, 0.1494738906621933, 0.5177273154258728, 0.5513249039649963, 0.9644271731376648, 0.6376208662986755, 0.578794002532959, 0.20030146837234497, 0.654601514339447, 0.59858238697052, 0.7867603302001953, 0.6532373428344727, 0.5951001644134521, 0.3108421266078949, 0.684971809387207, 0.6184155941009521, 0.6712645292282104, 0.662295937538147, 0.5848788619041443, 0.32099470496177673, 0.6878018975257874, 0.5988808274269104, 0.669126570224762, 0.6566247940063477, 0.5802064538002014, 0.3229123055934906, 0.6742328405380249, 0.5877649784088135, 0.6241821050643921, 0.5197488069534302, 0.6193499565124512, 0.9981585144996643, 0.4895555377006531, 0.6618734002113342, 0.998630702495575, 0.7237352132797241, 0.6651284694671631, 0.46915197372436523, 0.7374788522720337, 0.7535997033119202, 0.9930069446563721, 0.679614782333374, 0.990484356880188, 0.24101416766643524, 0.6685841679573059, 1.0747501850128174, 0.9165202379226685, 0.6579270958900452, 1.0364981889724731, 0.21130941808223724, 0.6365112066268921, 1.1182587146759033, 0.8622907996177673, 0.7036666870117188, 1.0579307079315186, 0.1850000023841858, 0.7333804965019226, 1.1701232194900513, 0.8170565962791443]"
SittingData\bad\2\64.jpg,,bad,"[0.6543959975242615, 0.05780130624771118, 0.99993896484375, 0.6512884497642517, 0.02195066213607788, 0.9999396800994873, 0.6533824801445007, 0.021311700344085693, 0.9999344348907471, 0.6555308699607849, 0.020270228385925293, 0.9999537467956543, 0.6396380066871643, 0.020270466804504395, 0.9999498128890991, 0.6324403882026672, 0.018962204456329346, 0.9999386072158813, 0.6227089762687683, 0.01748257875442505, 0.9999524354934692, 0.6301479935646057, 0.029472768306732178, 0.999983549118042, 0.5873692035675049, 0.03333789110183716, 0.9999477863311768, 0.6471771597862244, 0.09763330221176147, 0.9998549222946167, 0.6311053037643433, 0.09691077470779419, 0.9998493194580078, 0.5684583783149719, 0.20679253339767456, 0.9998162388801575, 0.5589973330497742, 0.23075491189956665, 0.9994803071022034, 0.5435075759887695, 0.49257755279541016, 0.1367238163948059, 0.5174887180328369, 0.5504132509231567, 0.9692967534065247, 0.6330156922340393, 0.5809992551803589, 0.19926556944847107, 0.6583490967750549, 0.5984395146369934, 0.8166248202323914, 0.6488512754440308, 0.5978325605392456, 0.3070283532142639, 0.6891732811927795, 0.6181912422180176, 0.7297844290733337, 0.6576916575431824, 0.5841065645217896, 0.31604519486427307, 0.6976550221443176, 0.602811872959137, 0.7244917750358582, 0.652477502822876, 0.5784980654716492, 0.31635430455207825, 0.6814743280410767, 0.5883730053901672, 0.6866860389709473, 0.5116586685180664, 0.6145872473716736, 0.9989975094795227, 0.48395073413848877, 0.6617591977119446, 0.9992971420288086, 0.7197998762130737, 0.66987544298172, 0.47288942337036133, 0.705564558506012, 0.7367024421691895, 0.9956335425376892, 0.6680341362953186, 0.9934929013252258, 0.21382355690002441, 0.6642777919769287, 1.09047532081604, 0.9449842572212219, 0.64509117603302, 1.0358924865722656, 0.19709986448287964, 0.6315677762031555, 1.1338810920715332, 0.9131754040718079, 0.6902426481246948, 1.0662555694580078, 0.16893291473388672, 0.733902096748352, 1.192750334739685, 0.8809798359870911]"
SittingData\bad\2\65.jpg,,bad,"[0.6552919149398804, 0.0625421404838562, 0.9999829530715942, 0.6560935974121094, 0.025891661643981934, 0.9999818801879883, 0.659125030040741, 0.023954927921295166, 0.9999785423278809, 0.6620749831199646, 0.022066116333007812, 0.9999841451644897, 0.6416254639625549, 0.022875547409057617, 0.9999847412109375, 0.6337195634841919, 0.019528627395629883, 0.9999793767929077, 0.6232500076293945, 0.015754282474517822, 0.9999829530715942, 0.6401429772377014, 0.02608323097229004, 0.9999920129776001, 0.5899655818939209, 0.027640342712402344, 0.9999774694442749, 0.6492455005645752, 0.09819617867469788, 0.9998811483383179, 0.6311948299407959, 0.0954819917678833, 0.999880313873291, 0.5711876749992371, 0.20614752173423767, 0.9997164607048035, 0.5601481795310974, 0.22984912991523743, 0.9990997314453125, 0.5424218773841858, 0.48979878425598145, 0.09891212731599808, 0.5152186751365662, 0.5473308563232422, 0.9478772878646851, 0.6306641101837158, 0.5780429840087891, 0.14283540844917297, 0.6537020206451416, 0.5960462689399719, 0.7239151000976562, 0.6462759375572205, 0.5943015217781067, 0.24092508852481842, 0.6843583583831787, 0.6130738258361816, 0.584761381149292, 0.6541616916656494, 0.5841621160507202, 0.24734660983085632, 0.685896098613739, 0.5918533205986023, 0.5800766348838806, 0.6496726274490356, 0.5786982774734497, 0.2480882853269577, 0.6728742122650146, 0.5816469192504883, 0.5318885445594788, 0.5109366178512573, 0.613410472869873, 0.9981374740600586, 0.4797608256340027, 0.6632285118103027, 0.998604953289032, 0.7315034866333008, 0.6733090877532959, 0.45032215118408203, 0.7204328179359436, 0.7473366260528564, 0.9888225793838501, 0.6765606999397278, 1.0171130895614624, 0.22298656404018402, 0.6425392627716064, 1.0715796947479248, 0.8250375986099243, 0.6522617340087891, 1.0638409852981567, 0.21820464730262756, 0.6067543029785156, 1.103689432144165, 0.7594562768936157, 0.7089493870735168, 1.0959995985031128, 0.16953806579113007, 0.71047043800354, 1.187842845916748, 0.6621158719062805]"
SittingData\bad\2\66.jpg,,bad,"[0.659681499004364, 0.060557786375284195, 0.9999955892562866, 0.6588834524154663, 0.024250805377960205, 0.9999955892562866, 0.6623687148094177, 0.024156808853149414, 0.9999942779541016, 0.6656070947647095, 0.023591041564941406, 0.9999959468841553, 0.6448575258255005, 0.022559940814971924, 0.999996542930603, 0.6370825171470642, 0.02100539207458496, 0.999995231628418, 0.6272789835929871, 0.019112348556518555, 0.9999960660934448, 0.6441431045532227, 0.03229403495788574, 0.9999978542327881, 0.5940715670585632, 0.03293055295944214, 0.9999936819076538, 0.6564411520957947, 0.10062947869300842, 0.9999642372131348, 0.6375983357429504, 0.09857943654060364, 0.9999617338180542, 0.5746784210205078, 0.21038225293159485, 0.9998244643211365, 0.562132716178894, 0.23529624938964844, 0.9993913173675537, 0.5439090728759766, 0.5016553401947021, 0.11989058554172516, 0.5115970969200134, 0.5539849996566772, 0.951325535774231, 0.6371116638183594, 0.586728572845459, 0.13688668608665466, 0.6692572236061096, 0.5983718037605286, 0.6921312212944031, 0.6486140489578247, 0.6045712828636169, 0.20981794595718384, 0.7078906893730164, 0.6253966093063354, 0.5536430478096008, 0.6606929302215576, 0.5956586599349976, 0.21042844653129578, 0.7172417044639587, 0.6147707104682922, 0.536638081073761, 0.6558907628059387, 0.5871582627296448, 0.21320822834968567, 0.7002729773521423, 0.597821056842804, 0.5044463872909546, 0.5058716535568237, 0.6224640607833862, 0.9986097812652588, 0.4776649475097656, 0.659530520439148, 0.9989429116249084, 0.7315913438796997, 0.7060787081718445, 0.4080907702445984, 0.7316735982894897, 0.7529953122138977, 0.9883136749267578, 0.6471797823905945, 1.053704023361206, 0.17367838323116302, 0.636521577835083, 1.1002225875854492, 0.8796579241752625, 0.6221754550933838, 1.0925835371017456, 0.1606503427028656, 0.6014258861541748, 1.1368852853775024, 0.8493956923484802, 0.6579003930091858, 1.1344356536865234, 0.12604735791683197, 0.6883623600006104, 1.21018385887146, 0.7731682658195496]"
SittingData\bad\2\67.jpg,,bad,"[0.6557408571243286, 0.06753262877464294, 0.9999903440475464, 0.6557759046554565, 0.03130584955215454, 0.9999914169311523, 0.6588958501815796, 0.031169652938842773, 0.9999891519546509, 0.6617831587791443, 0.030786454677581787, 0.9999922513961792, 0.6434504985809326, 0.028884530067443848, 0.9999927282333374, 0.6367158889770508, 0.026673078536987305, 0.9999899864196777, 0.6285178661346436, 0.02432948350906372, 0.9999920129776001, 0.6404239535331726, 0.0388835072517395, 0.9999969005584717, 0.5972627997398376, 0.03768652677536011, 0.9999896287918091, 0.6524247527122498, 0.10351169109344482, 0.9999655485153198, 0.636512041091919, 0.09922155737876892, 0.9999579191207886, 0.5776008367538452, 0.21007034182548523, 0.9998698234558105, 0.5636504888534546, 0.22625282406806946, 0.99962317943573, 0.5595243573188782, 0.4990904629230499, 0.15088535845279694, 0.5159719586372375, 0.5456132292747498, 0.9651778936386108, 0.6382503509521484, 0.5836242437362671, 0.18973742425441742, 0.658333420753479, 0.5950565934181213, 0.7542446851730347, 0.6567085385322571, 0.6018481850624084, 0.27044081687927246, 0.6899175643920898, 0.6128296852111816, 0.64340740442276, 0.6631498336791992, 0.5854910612106323, 0.27099746465682983, 0.6938757300376892, 0.5952343940734863, 0.6333594918251038, 0.6615601181983948, 0.5820052623748779, 0.2679446339607239, 0.6787747144699097, 0.5812802314758301, 0.6192677021026611, 0.5093008875846863, 0.6159214973449707, 0.9991044402122498, 0.4787568151950836, 0.6484091281890869, 0.9993846416473389, 0.7149289846420288, 0.7290276885032654, 0.46377766132354736, 0.7029233574867249, 0.7359950542449951, 0.9969712495803833, 0.657558023929596, 1.0512402057647705, 0.19497105479240417, 0.6531500220298767, 1.0990447998046875, 0.9575082063674927, 0.6336467862129211, 1.0887980461120605, 0.18297293782234192, 0.620704710483551, 1.1403188705444336, 0.944895327091217, 0.6737626194953918, 1.1362743377685547, 0.1526445597410202, 0.7146913409233093, 1.2154297828674316, 0.9143198728561401]"
